,RMS,Variance,FFT Peak
0,0.03938184940468196,0.0015506598444345,88.878531208
1,0.05975813170211043,0.003570301883391375,126.900278224
2,0.03258999610623946,0.001061994927732801,75.955987136
3,0.05628433698150711,0.003167924309616262,116.030122718
4,0.047646661629907355,0.002268115583894073,105.404269777
5,0.03799549768274767,0.001443403734226233,92.98345836600001
6,0.03428044516674486,0.001175086420544034,86.727913483
7,0.03058746754902037,0.0009353704766078227,71.156572133
8,0.034829471367957235,0.0012127230452311148,61.118790999999995
9,0.03491078896385268,0.0012186050709998655,66.16441266199999
10,0.03938184940468196,0.0015506598444345,88.878531208
11,0.05975813170211043,0.003570301883391375,126.900278224
12,0.03258999610623946,0.001061994927732801,75.955987136
13,0.05628433698150711,0.003167924309616262,116.030122718
14,0.047646661629907355,0.002268115583894073,105.404269777
15,0.03799549768274767,0.001443403734226233,92.98345836600001
16,0.03428044516674486,0.001175086420544034,86.727913483
17,0.03058746754902037,0.0009353704766078227,71.156572133
18,0.034829471367957235,0.0012127230452311148,61.118790999999995
19,0.03491078896385268,0.0012186050709998655,66.16441266199999
20,0.03938184940468196,0.0015506598444345,88.878531208
21,0.05975813170211043,0.003570301883391375,126.900278224
22,0.03258999610623946,0.001061994927732801,75.955987136
23,0.05628433698150711,0.003167924309616262,116.030122718
24,0.047646661629907355,0.002268115583894073,105.404269777
25,0.03799549768274767,0.001443403734226233,92.98345836600001
26,0.03428044516674486,0.001175086420544034,86.727913483
27,0.03058746754902037,0.0009353704766078227,71.156572133
28,0.034829471367957235,0.0012127230452311148,61.118790999999995
29,0.03491078896385268,0.0012186050709998655,66.16441266199999
30,0.03938184940468196,0.0015506598444345,88.878531208
31,0.05975813170211043,0.003570301883391375,126.900278224
32,0.03258999610623946,0.001061994927732801,75.955987136
33,0.05628433698150711,0.003167924309616262,116.030122718
34,0.047646661629907355,0.002268115583894073,105.404269777
35,0.03799549768274767,0.001443403734226233,92.98345836600001
36,0.03428044516674486,0.001175086420544034,86.727913483
37,0.03058746754902037,0.0009353704766078227,71.156572133
38,0.034829471367957235,0.0012127230452311148,61.118790999999995
39,0.03491078896385268,0.0012186050709998655,66.16441266199999
40,0.03938184940468196,0.0015506598444345,88.878531208
41,0.05975813170211043,0.003570301883391375,126.900278224
42,0.03258999610623946,0.001061994927732801,75.955987136
43,0.05628433698150711,0.003167924309616262,116.030122718
44,0.047646661629907355,0.002268115583894073,105.404269777
45,0.03799549768274767,0.001443403734226233,92.98345836600001
46,0.03428044516674486,0.001175086420544034,86.727913483
47,0.03058746754902037,0.0009353704766078227,71.156572133
48,0.034829471367957235,0.0012127230452311148,61.118790999999995
49,0.03491078896385268,0.0012186050709998655,66.16441266199999
50,0.05975813170211043,0.003570301883391375,126.900278224
51,0.03258999610623946,0.001061994927732801,75.955987136
52,0.05628433698150711,0.003167924309616262,116.030122718
53,0.047646661629907355,0.002268115583894073,105.404269777
54,0.03799549768274767,0.001443403734226233,92.98345836600001
55,0.03428044516674486,0.001175086420544034,86.727913483
56,0.03058746754902037,0.0009353704766078227,71.156572133
57,0.03058746754902037,0.0009353704766078227,71.156572133
58,0.034829471367957235,0.0012127230452311148,61.118790999999995
59,0.03491078896385268,0.0012186050709998655,66.16441266199999
60,0.03938184940468196,0.0015506598444345,88.878531208
61,0.05975813170211043,0.003570301883391375,126.900278224
62,0.03258999610623946,0.001061994927732801,75.955987136
63,0.05628433698150711,0.003167924309616262,116.030122718
64,0.03938184940468196,0.0015506598444345,88.878531208
65,0.05975813170211043,0.003570301883391375,126.900278224
66,0.03258999610623946,0.001061994927732801,75.955987136
67,0.05628433698150711,0.003167924309616262,116.030122718
68,0.047646661629907355,0.002268115583894073,105.404269777
69,0.03799549768274767,0.001443403734226233,92.98345836600001
70,0.03428044516674486,0.001175086420544034,86.727913483
71,0.03058746754902037,0.0009353704766078227,71.156572133
72,0.034829471367957235,0.0012127230452311148,61.118790999999995
73,0.03491078896385268,0.0012186050709998655,66.16441266199999
74,0.03428044516674486,0.001175086420544034,86.727913483
75,0.03058746754902037,0.0009353704766078227,71.156572133
76,0.034829471367957235,0.0012127230452311148,61.118790999999995
77,0.03491078896385268,0.0012186050709998655,66.16441266199999
78,0.03938184940468196,0.0015506598444345,88.878531208
79,0.05975813170211043,0.003570301883391375,126.900278224
80,0.03258999610623946,0.001061994927732801,75.955987136
81,0.05628433698150711,0.003167924309616262,116.030122718
82,0.047646661629907355,0.002268115583894073,105.404269777
83,0.03799549768274767,0.001443403734226233,92.98345836600001
84,0.03258999610623946,0.001061994927732801,75.955987136
85,0.05628433698150711,0.003167924309616262,116.030122718
86,0.047646661629907355,0.002268115583894073,105.404269777
87,0.03799549768274767,0.001443403734226233,92.98345836600001
88,0.03428044516674486,0.001175086420544034,86.727913483
89,0.03058746754902037,0.0009353704766078227,71.156572133
90,0.034829471367957235,0.0012127230452311148,61.118790999999995
91,0.03491078896385268,0.0012186050709998655,66.16441266199999
92,0.03938184940468196,0.0015506598444345,88.878531208
93,0.05975813170211043,0.003570301883391375,126.900278224
94,0.03258999610623946,0.001061994927732801,75.955987136
95,0.05628433698150711,0.003167924309616262,116.030122718
96,0.05628433698150711,0.003167924309616262,116.030122718
97,0.047646661629907355,0.002268115583894073,105.404269777
98,0.03799549768274767,0.001443403734226233,92.98345836600001
99,0.03428044516674486,0.001175086420544034,86.727913483
